date,l_ipn,r_asn,f
05/07/2006,4,22855,28
05/07/2006,4,27715,10
05/07/2006,4,31976,83
05/07/2006,4,33651,283
05/07/2006,5,4,1
05/07/2006,5,286,6
05/07/2006,5,553,6
05/07/2006,5,2152,2
05/07/2006,5,3356,1
05/07/2006,5,3561,1
05/07/2006,5,4538,77
05/07/2006,5,4766,2
05/07/2006,5,4837,15
05/07/2006,5,8070,3
05/07/2006,5,8075,6
05/07/2006,5,10292,4
05/07/2006,5,13749,2
05/07/2006,5,13867,2
05/07/2006,5,27715,1
05/07/2006,6,286,2
05/07/2006,6,553,2
05/07/2006,6,4134,2
05/07/2006,6,4538,78
05/07/2006,6,4766,2
05/07/2006,6,4808,1
05/07/2006,6,4837,17
05/07/2006,6,9808,1
05/07/2006,6,10292,2
05/07/2006,6,13749,2
05/07/2006,6,18118,2
05/07/2006,6,27715,2
05/07/2006,7,3,1
05/07/2006,7,109,5
05/07/2006,7,286,2
05/07/2006,7,1239,10
05/07/2006,7,2152,5
05/07/2006,7,3356,1
05/07/2006,7,3701,3
05/07/2006,7,6408,39
05/07/2006,7,8070,3
05/07/2006,7,8560,1
05/07/2006,7,9156,2
05/07/2006,7,10292,5
05/07/2006,7,10565,2
05/07/2006,7,12222,1
05/07/2006,7,14992,3
05/07/2006,7,15169,38
05/07/2006,7,18924,48
05/07/2006,7,19306,25
05/07/2006,7,21844,11
05/07/2006,7,26711,3
05/07/2006,8,3,5
05/07/2006,8,14,5
05/07/2006,8,71,1
05/07/2006,8,109,5
05/07/2006,8,137,3
05/07/2006,8,209,6
05/07/2006,8,225,6
05/07/2006,8,577,10
05/07/2006,8,701,2
05/07/2006,8,1668,6
05/07/2006,8,1712,28
05/07/2006,8,1715,3
05/07/2006,8,2152,6
05/07/2006,8,2200,7
05/07/2006,8,2514,3
05/07/2006,8,2611,2
05/07/2006,8,2846,3
05/07/2006,8,3356,3
05/07/2006,8,3561,2
05/07/2006,8,3598,3
05/07/2006,8,3701,4
05/07/2006,8,4682,1
05/07/2006,8,4725,28
05/07/2006,8,4766,4409
05/07/2006,8,5662,10
05/07/2006,8,6459,55
05/07/2006,8,6510,5
05/07/2006,8,7859,3
05/07/2006,8,8001,3
05/07/2006,8,8070,2
05/07/2006,8,8075,2
05/07/2006,8,9457,1
05/07/2006,8,9800,2291
05/07/2006,8,10292,1
05/07/2006,8,11078,7
05/07/2006,8,11486,50
05/07/2006,8,13749,1
05/07/2006,8,15169,395
05/07/2006,8,15598,1
05/07/2006,8,21844,2
05/07/2006,8,26101,30
05/07/2006,8,26228,4
05/07/2006,8,29720,6
05/07/2006,8,30217,25
05/07/2006,8,30315,11
05/07/2006,9,102,97
05/07/2006,9,174,4
05/07/2006,9,209,19
05/07/2006,9,237,2
05/07/2006,9,559,15
05/07/2006,9,1668,286
05/07/2006,9,2013,63
05/07/2006,9,2152,194
05/07/2006,9,2714,8
05/07/2006,9,2828,1
05/07/2006,9,2914,44
05/07/2006,9,3356,8
05/07/2006,9,3561,40
05/07/2006,9,3701,2
05/07/2006,9,4182,42
05/07/2006,9,4323,19
05/07/2006,9,4436,3
05/07/2006,9,6307,12
05/07/2006,9,6318,33
05/07/2006,9,6432,16
05/07/2006,9,6453,8
05/07/2006,9,6939,3
05/07/2006,9,7132,7
05/07/2006,9,7342,3
05/07/2006,9,7743,14
05/07/2006,9,7912,3
05/07/2006,9,8002,1
05/07/2006,9,8070,3
05/07/2006,9,8075,5
05/07/2006,9,8182,17
05/07/2006,9,10316,4
05/07/2006,9,10565,1
05/07/2006,9,10763,1
05/07/2006,9,10794,10
05/07/2006,9,11486,5
05/07/2006,9,11734,2
05/07/2006,9,11944,225
05/07/2006,9,12111,25
05/07/2006,9,12168,4
05/07/2006,9,12179,18
05/07/2006,9,12182,117
05/07/2006,9,13756,8
05/07/2006,9,14297,2
05/07/2006,9,14744,3
05/07/2006,9,14745,1
05/07/2006,9,14835,3
05/07/2006,9,15104,58
05/07/2006,9,15169,112
05/07/2006,9,15270,9
05/07/2006,9,15496,19
05/07/2006,9,17020,211
05/07/2006,9,17225,1
05/07/2006,9,17392,4
05/07/2006,9,19024,1
05/07/2006,9,20021,4
05/07/2006,9,22373,14
05/07/2006,9,22958,52
05/07/2006,9,25737,8
05/07/2006,9,26914,2
05/07/2006,9,29960,1
05/07/2006,9,30678,5
05/07/2006,9,31883,1
05/07/2006,9,33070,6
05/07/2006,9,33694,1
06/07/2006,0,209,1
06/07/2006,0,701,6
06/07/2006,0,1239,1
06/07/2006,0,2152,1
06/07/2006,0,2514,1
06/07/2006,0,2856,1
06/07/2006,0,3356,2
06/07/2006,0,3462,1
06/07/2006,0,3495,1
06/07/2006,0,3561,40
06/07/2006,0,3671,24
06/07/2006,0,4765,1
06/07/2006,0,4766,1
06/07/2006,0,6342,36
06/07/2006,0,6354,1
06/07/2006,0,6400,1
06/07/2006,0,6432,4
06/07/2006,0,6724,1
06/07/2006,0,6939,1
06/07/2006,0,6993,2
06/07/2006,0,7132,1
06/07/2006,0,7393,1
06/07/2006,0,7552,1
06/07/2006,0,8002,1
06/07/2006,0,8151,1
06/07/2006,0,8400,3
06/07/2006,0,8560,1
06/07/2006,0,9121,1
06/07/2006,0,9394,1
06/07/2006,0,11062,2
06/07/2006,0,11398,1
06/07/2006,0,11819,1
06/07/2006,0,13462,15
06/07/2006,0,13867,1
06/07/2006,0,17228,1
06/07/2006,0,17608,1
06/07/2006,0,17858,1
06/07/2006,0,18229,2
06/07/2006,0,19262,2
06/07/2006,0,20115,1
06/07/2006,0,22291,1
06/07/2006,0,23404,1
06/07/2006,0,23771,1
06/07/2006,0,26085,2
06/07/2006,0,26101,3
06/07/2006,0,26831,1
06/07/2006,0,27364,1
06/07/2006,0,30099,1
06/07/2006,0,33287,6
06/07/2006,0,33657,1
06/07/2006,1,721,2
06/07/2006,1,2200,2
06/07/2006,1,3265,1342
06/07/2006,1,3549,2
06/07/2006,1,3561,10
06/07/2006,1,4134,1
06/07/2006,1,4766,4
06/07/2006,1,4788,2
06/07/2006,1,4837,3
06/07/2006,1,5078,2
06/07/2006,1,5400,1
06/07/2006,1,5617,1
06/07/2006,1,5663,1
06/07/2006,1,6128,8
06/07/2006,1,7132,2
06/07/2006,1,8342,3
06/07/2006,1,8376,3
06/07/2006,1,8400,71
06/07/2006,1,9318,1
06/07/2006,1,9416,2
06/07/2006,1,11062,1
06/07/2006,1,11351,2
06/07/2006,1,11486,3
06/07/2006,1,12297,3
06/07/2006,1,14777,10
06/07/2006,1,14778,10
06/07/2006,1,15169,6
06/07/2006,1,15802,1
06/07/2006,1,17465,4
06/07/2006,1,17506,4
06/07/2006,1,18182,1
06/07/2006,1,18229,3
06/07/2006,1,20773,8
06/07/2006,1,22011,1
06/07/2006,1,25956,2
06/07/2006,1,34104,4
06/07/2006,1,35315,6
06/07/2006,1,36727,2
06/07/2006,1,39386,1
06/07/2006,2,209,26
06/07/2006,2,1312,83
06/07/2006,2,2552,1
06/07/2006,2,3561,18
06/07/2006,2,4323,4
06/07/2006,2,4766,1
06/07/2006,2,5617,11
06/07/2006,2,6106,1
06/07/2006,2,6342,36
06/07/2006,2,6364,3
06/07/2006,2,6478,12
06/07/2006,2,7018,931
06/07/2006,2,7065,1
06/07/2006,2,7132,3
06/07/2006,2,7377,77
06/07/2006,2,9506,22
06/07/2006,2,11414,17
06/07/2006,2,18182,1
06/07/2006,2,19918,351
06/07/2006,2,25767,5
06/07/2006,2,29863,2
06/07/2006,3,4134,1
06/07/2006,3,4766,1
06/07/2006,3,5400,1
06/07/2006,3,6342,2
06/07/2006,3,11062,2
06/07/2006,3,12297,1
06/07/2006,3,17429,1
06/07/2006,3,18229,1
06/07/2006,3,20773,2
06/07/2006,3,25956,5
06/07/2006,3,34104,1
06/07/2006,4,4766,1
06/07/2006,4,7132,15
06/07/2006,4,8400,70
06/07/2006,4,11062,1
06/07/2006,4,14778,2
06/07/2006,4,18229,3
06/07/2006,4,20773,3
06/07/2006,4,22855,28
06/07/2006,4,31976,84
06/07/2006,4,33651,118
06/07/2006,4,35315,2
06/07/2006,5,2152,2
06/07/2006,5,3561,2
06/07/2006,5,4134,1
06/07/2006,5,4766,1
06/07/2006,5,8070,5
06/07/2006,5,8075,5
06/07/2006,5,11062,6
06/07/2006,5,12297,2
06/07/2006,5,13867,2
06/07/2006,5,18229,2
06/07/2006,5,20773,2
06/07/2006,5,25956,2
06/07/2006,5,34104,2
06/07/2006,6,4134,1
06/07/2006,6,4713,1
06/07/2006,6,4766,1
06/07/2006,6,4837,1
06/07/2006,6,8400,1
06/07/2006,6,11062,6
06/07/2006,6,12297,2
06/07/2006,6,18182,2
06/07/2006,6,18229,2
06/07/2006,6,20773,2
06/07/2006,6,25956,2
06/07/2006,6,34104,2
06/07/2006,7,3,2
06/07/2006,7,209,3
06/07/2006,7,1239,14
06/07/2006,7,2152,29
06/07/2006,7,2914,2
06/07/2006,7,3561,13
06/07/2006,7,3701,3
06/07/2006,7,5067,10
06/07/2006,7,6432,9
06/07/2006,7,8070,6
06/07/2006,7,8560,2
06/07/2006,7,9156,11
06/07/2006,7,10565,11
06/07/2006,7,10910,9
06/07/2006,7,11115,83
06/07/2006,7,12182,2
06/07/2006,7,12222,5
06/07/2006,7,15169,78
06/07/2006,7,17210,37
06/07/2006,7,17225,5
06/07/2006,7,17358,4
06/07/2006,7,18924,48
06/07/2006,7,19024,3
06/07/2006,7,19306,10
06/07/2006,7,19535,12
06/07/2006,7,21844,20
06/07/2006,7,22822,1
06/07/2006,7,23504,2
06/07/2006,7,25751,2
06/07/2006,7,32313,5
06/07/2006,7,33419,7
06/07/2006,7,34104,2
06/07/2006,7,36347,25
06/07/2006,7,36561,14
06/07/2006,8,209,3
06/07/2006,8,553,7
06/07/2006,8,559,3
06/07/2006,8,701,20
06/07/2006,8,1668,8
06/07/2006,8,3356,2
06/07/2006,8,3561,6
06/07/2006,8,3701,4
06/07/2006,8,5617,1
06/07/2006,8,5662,27
06/07/2006,8,6453,4
06/07/2006,8,8070,2
06/07/2006,8,9457,1
06/07/2006,8,10763,2
06/07/2006,8,11486,30
06/07/2006,8,12168,2
06/07/2006,8,12222,15
06/07/2006,8,15169,339
06/07/2006,8,16509,13
06/07/2006,8,24587,1
06/07/2006,8,30060,2
06/07/2006,8,30315,2
06/07/2006,8,34104,1
06/07/2006,9,18,4
06/07/2006,9,102,145
06/07/2006,9,209,14
06/07/2006,9,1213,4
06/07/2006,9,2152,130
06/07/2006,9,2637,1
06/07/2006,9,2701,2
06/07/2006,9,3356,9
06/07/2006,9,3561,10
06/07/2006,9,5779,62
06/07/2006,9,6130,2
06/07/2006,9,6432,23
06/07/2006,9,6939,1
06/07/2006,9,7224,9
06/07/2006,9,7324,1
06/07/2006,9,7349,1
06/07/2006,9,7859,4
06/07/2006,9,8070,7
06/07/2006,9,10565,1
06/07/2006,9,10933,3
06/07/2006,9,11266,96
06/07/2006,9,12168,10
06/07/2006,9,12222,7
06/07/2006,9,13593,2
06/07/2006,9,14780,143
06/07/2006,9,15169,801
06/07/2006,9,16509,3
06/07/2006,9,16966,5
06/07/2006,9,17052,1
06/07/2006,9,17225,20
06/07/2006,9,17232,13
06/07/2006,9,23516,1
06/07/2006,9,26062,8
06/07/2006,9,26101,29
06/07/2006,9,26201,8
06/07/2006,9,26228,1
06/07/2006,9,26978,4
06/07/2006,9,29960,1
06/07/2006,9,33419,3
06/07/2006,9,33694,2
06/07/2006,9,36088,89
07/07/2006,0,205,1
07/07/2006,0,209,1
07/07/2006,0,1221,1
07/07/2006,0,2518,1
07/07/2006,0,2914,1
07/07/2006,0,3257,1
07/07/2006,0,3269,1
07/07/2006,0,3356,1
07/07/2006,0,3549,1
07/07/2006,0,3561,35
07/07/2006,0,3671,75
07/07/2006,0,4134,15
07/07/2006,0,4323,1
07/07/2006,0,4755,1
07/07/2006,0,5617,2
07/07/2006,0,6327,1
07/07/2006,0,6432,1
07/07/2006,0,6496,2
07/07/2006,0,6740,1
07/07/2006,0,6939,1
07/07/2006,0,7132,1
07/07/2006,0,7643,1
07/07/2006,0,7738,1
07/07/2006,0,8151,1
07/07/2006,0,8732,1
07/07/2006,0,9121,1
07/07/2006,0,9304,1
07/07/2006,0,9808,1
07/07/2006,0,11426,1
07/07/2006,0,11486,1
07/07/2006,0,12262,1
07/07/2006,0,13367,1
07/07/2006,0,13462,20
07/07/2006,0,14272,1
07/07/2006,0,14390,1
07/07/2006,0,14742,2
07/07/2006,0,14779,1
07/07/2006,0,17621,1
07/07/2006,0,19262,2
07/07/2006,0,19296,1
07/07/2006,0,21844,1
07/07/2006,0,25973,1
07/07/2006,0,26085,1
07/07/2006,0,26101,3
07/07/2006,0,26831,1
07/07/2006,0,27699,1
07/07/2006,0,30890,1
07/07/2006,0,31976,2
07/07/2006,0,33651,1
07/07/2006,1,158,1
07/07/2006,1,1257,4
07/07/2006,1,2852,2
07/07/2006,1,3265,1402
07/07/2006,1,3491,2
07/07/2006,1,3561,19
07/07/2006,1,4134,129
07/07/2006,1,4323,1
07/07/2006,1,4766,2
07/07/2006,1,4812,2
07/07/2006,1,4814,1
07/07/2006,1,4837,3
07/07/2006,1,6461,9
07/07/2006,1,6478,2
07/07/2006,1,7132,2
07/07/2006,1,8376,2
07/07/2006,1,9318,1
07/07/2006,1,9416,1
07/07/2006,1,11486,4
07/07/2006,1,14777,9
07/07/2006,1,14778,10
07/07/2006,1,15169,6
07/07/2006,1,17633,1
07/07/2006,1,17672,1
07/07/2006,1,17964,71
07/07/2006,1,20773,12
07/07/2006,1,25847,2
07/07/2006,1,33287,1
07/07/2006,2,47,1
07/07/2006,2,209,32
07/07/2006,2,1239,10
07/07/2006,2,1312,83
07/07/2006,2,2152,4
07/07/2006,2,3561,5
07/07/2006,2,4134,1
07/07/2006,2,4181,1
07/07/2006,2,4323,8
07/07/2006,2,6432,4
07/07/2006,2,6478,15
07/07/2006,2,7018,924
07/07/2006,2,7132,5
07/07/2006,2,7377,79
07/07/2006,2,8560,1
07/07/2006,2,9506,58
07/07/2006,2,11414,40
07/07/2006,2,15169,15
07/07/2006,2,16572,2
07/07/2006,2,16912,35
07/07/2006,2,17225,1
07/07/2006,2,17233,8
07/07/2006,2,19181,1
07/07/2006,2,19918,700
07/07/2006,2,29863,4
07/07/2006,2,30099,4
07/07/2006,2,33260,8
07/07/2006,2,33651,28
07/07/2006,3,1257,1
07/07/2006,3,3301,1
07/07/2006,3,4134,44
07/07/2006,3,6478,1
07/07/2006,3,7132,1
07/07/2006,3,9318,3
07/07/2006,4,4134,2
07/07/2006,4,4323,1
07/07/2006,4,7132,173
07/07/2006,4,22855,28
07/07/2006,4,31976,83
07/07/2006,4,33651,28
07/07/2006,5,205,1
07/07/2006,5,1257,1
07/07/2006,5,2152,2
07/07/2006,5,3561,3
07/07/2006,5,4134,29
07/07/2006,5,6478,4
07/07/2006,5,7132,1
07/07/2006,5,8070,6
07/07/2006,5,8075,5
07/07/2006,5,9318,3
07/07/2006,5,13867,2
07/07/2006,6,1257,2
07/07/2006,6,4134,13
07/07/2006,6,4812,4
07/07/2006,6,4837,2
07/07/2006,6,6478,6
07/07/2006,6,7132,2
07/07/2006,6,8342,1
07/07/2006,6,9318,6
07/07/2006,6,17672,1
07/07/2006,7,3,1
07/07/2006,7,209,2
07/07/2006,7,1239,7
07/07/2006,7,1257,1
07/07/2006,7,2152,28
07/07/2006,7,3561,4
07/07/2006,7,3701,3
07/07/2006,7,6395,2
07/07/2006,7,6478,4
07/07/2006,7,8070,6
07/07/2006,7,8075,3
07/07/2006,7,8560,1
07/07/2006,7,9156,10
07/07/2006,7,10565,8
07/07/2006,7,10933,2
07/07/2006,7,12182,1
07/07/2006,7,12222,1
07/07/2006,7,13733,4
07/07/2006,7,13911,1
07/07/2006,7,15169,72
07/07/2006,7,17210,4
07/07/2006,7,17225,1
07/07/2006,7,18924,48
07/07/2006,7,19535,2
07/07/2006,7,21844,33
07/07/2006,7,22152,2
07/07/2006,7,23504,1
07/07/2006,7,30222,3
07/07/2006,8,786,3
07/07/2006,8,1257,1
07/07/2006,8,2900,849
07/07/2006,8,2914,6
07/07/2006,8,3561,1
07/07/2006,8,3701,4
07/07/2006,8,4323,18
07/07/2006,8,6478,1
07/07/2006,8,8070,2
07/07/2006,8,10437,3
07/07/2006,8,15169,254
07/07/2006,8,22152,1
07/07/2006,8,23719,1
07/07/2006,9,102,248
07/07/2006,9,209,22
07/07/2006,9,1668,25
07/07/2006,9,2152,501
07/07/2006,9,2914,4
07/07/2006,9,3561,6
07/07/2006,9,4182,23
07/07/2006,9,5779,243
07/07/2006,9,6318,7
07/07/2006,9,6334,3
07/07/2006,9,6432,11
07/07/2006,9,7018,28
07/07/2006,9,8070,3
07/07/2006,9,8075,2
07/07/2006,9,10565,1
07/07/2006,9,10763,7
07/07/2006,9,10794,21
07/07/2006,9,11944,41
07/07/2006,9,12179,2
07/07/2006,9,12222,1
07/07/2006,9,14780,909
07/07/2006,9,15169,270
07/07/2006,9,19296,2
07/07/2006,9,20461,7
07/07/2006,9,21945,19
07/07/2006,9,25751,1
07/07/2006,9,26101,312
07/07/2006,9,29748,2
07/07/2006,9,36088,415
08/07/2006,0,209,1
08/07/2006,0,701,1
08/07/2006,0,2379,1
08/07/2006,0,2711,1
08/07/2006,0,3352,1
08/07/2006,0,3495,1
08/07/2006,0,3561,5
08/07/2006,0,3671,15
08/07/2006,0,4609,1
08/07/2006,0,4766,2
08/07/2006,0,4837,6
08/07/2006,0,5617,130
08/07/2006,0,6327,1
08/07/2006,0,7132,3
08/07/2006,0,7602,1
08/07/2006,0,8708,1
08/07/2006,0,9318,3
08/07/2006,0,10091,1
08/07/2006,0,10738,1
08/07/2006,0,11426,2
08/07/2006,0,11427,1
08/07/2006,0,11955,1
08/07/2006,0,13462,13
08/07/2006,0,13867,1
08/07/2006,0,14383,2
08/07/2006,0,17964,98
08/07/2006,0,19262,2
08/07/2006,0,19548,2
08/07/2006,0,20258,1
08/07/2006,0,22927,1
08/07/2006,0,25074,2
08/07/2006,0,25310,1
08/07/2006,0,27357,1
08/07/2006,0,27696,55
08/07/2006,0,28573,1
08/07/2006,0,32244,1
08/07/2006,1,3265,1353
08/07/2006,1,3561,12
08/07/2006,1,3786,10
08/07/2006,1,4134,8
08/07/2006,1,4766,1
08/07/2006,1,4812,4
08/07/2006,1,4837,13
08/07/2006,1,5617,53
08/07/2006,1,7015,5
08/07/2006,1,8708,2
08/07/2006,1,9768,1
08/07/2006,1,9919,2
08/07/2006,1,11486,4
08/07/2006,1,14383,6
08/07/2006,1,14777,10
08/07/2006,1,14778,14
08/07/2006,1,14780,1
08/07/2006,1,15169,4
08/07/2006,1,17147,2
08/07/2006,1,17429,1
08/07/2006,1,17964,100
08/07/2006,1,20773,8
08/07/2006,1,25074,7
08/07/2006,1,25847,20
08/07/2006,1,27696,749
08/07/2006,1,32244,1
08/07/2006,1,35315,1
08/07/2006,2,4,1
08/07/2006,2,16,9
08/07/2006,2,209,2
08/07/2006,2,1312,84
08/07/2006,2,3561,3
08/07/2006,2,4323,12
08/07/2006,2,5617,82
08/07/2006,2,6364,3
08/07/2006,2,6478,9
08/07/2006,2,7018,932
08/07/2006,2,7132,3
08/07/2006,2,7377,80
08/07/2006,2,17964,99
08/07/2006,2,27431,1
08/07/2006,2,27596,2
08/07/2006,2,27696,14
08/07/2006,2,29863,4
08/07/2006,2,30099,4
08/07/2006,2,33260,4
08/07/2006,2,33651,11
08/07/2006,3,2152,1
08/07/2006,3,3786,2
08/07/2006,3,4134,6
08/07/2006,3,4812,2
08/07/2006,3,4837,14
08/07/2006,3,5078,2
08/07/2006,3,5617,1
08/07/2006,3,14383,2
08/07/2006,3,17897,1
08/07/2006,3,17964,1
08/07/2006,3,25074,1
08/07/2006,3,27696,1
08/07/2006,3,32244,1
08/07/2006,4,3786,3
08/07/2006,4,4837,1
08/07/2006,4,7132,2
08/07/2006,4,14383,7
08/07/2006,4,14778,2
08/07/2006,4,17429,1
08/07/2006,4,17964,99
08/07/2006,4,25074,7
08/07/2006,4,27696,119
08/07/2006,4,31976,83
08/07/2006,4,32244,1
08/07/2006,4,33651,2
08/07/2006,5,209,2
08/07/2006,5,2152,3
08/07/2006,5,3356,2
08/07/2006,5,3561,1
08/07/2006,5,3786,1
08/07/2006,5,4134,5
08/07/2006,5,4837,18
08/07/2006,5,5617,1
08/07/2006,5,8070,5
08/07/2006,5,8075,4
08/07/2006,5,13867,2
08/07/2006,5,14383,2
08/07/2006,5,17964,1
08/07/2006,5,25074,2
08/07/2006,5,27696,2
08/07/2006,6,3786,2
08/07/2006,6,4134,6
08/07/2006,6,4812,1
08/07/2006,6,4837,25
08/07/2006,6,5078,1
08/07/2006,6,5617,1
08/07/2006,6,14383,1
08/07/2006,6,25074,2
08/07/2006,6,27696,1
08/07/2006,7,209,11
08/07/2006,7,2152,141
08/07/2006,7,3356,2
08/07/2006,7,3561,61
08/07/2006,7,3701,3
08/07/2006,7,4134,1
08/07/2006,7,6432,32
08/07/2006,7,6453,6
08/07/2006,7,7018,53
08/07/2006,7,7105,2
08/07/2006,7,7342,2
08/07/2006,7,8070,2
08/07/2006,7,8075,2
08/07/2006,7,9156,9
08/07/2006,7,10565,9
08/07/2006,7,10763,4
08/07/2006,7,11486,5
08/07/2006,7,11509,26
08/07/2006,7,12168,4
08/07/2006,7,12179,31
08/07/2006,7,12182,5
08/07/2006,7,12222,12
08/07/2006,7,14134,4
08/07/2006,7,14780,32
08/07/2006,7,14806,24
08/07/2006,7,15169,86
08/07/2006,7,15293,1
08/07/2006,7,18713,2
08/07/2006,7,18754,1
08/07/2006,7,18924,48
08/07/2006,7,21568,21
08/07/2006,7,21844,36
08/07/2006,7,22758,7
08/07/2006,7,25751,3
08/07/2006,7,26101,1
08/07/2006,7,32313,1
08/07/2006,7,32799,4
08/07/2006,7,33419,18
08/07/2006,7,33694,17
08/07/2006,8,14,4
08/07/2006,8,29,5
08/07/2006,8,680,7
08/07/2006,8,1668,4
08/07/2006,8,2152,2
08/07/2006,8,3561,2
08/07/2006,8,3701,4
08/07/2006,8,4513,1
08/07/2006,8,5662,11
08/07/2006,8,6327,3
08/07/2006,8,6461,1
08/07/2006,8,7065,3
08/07/2006,8,7472,6
08/07/2006,8,8075,2
08/07/2006,8,9457,1
08/07/2006,8,11078,2
08/07/2006,8,11486,4
08/07/2006,8,11922,8
08/07/2006,8,13768,1539
08/07/2006,8,13789,5
08/07/2006,8,14492,2
08/07/2006,8,15169,503
08/07/2006,8,17964,36
08/07/2006,8,22489,3
08/07/2006,8,23719,8
08/07/2006,8,30209,3
08/07/2006,8,30315,2
08/07/2006,8,32346,17
08/07/2006,9,297,2
08/07/2006,9,1668,11
08/07/2006,9,2152,327
08/07/2006,9,3356,2
08/07/2006,9,3561,2
08/07/2006,9,4182,18
08/07/2006,9,5779,188
08/07/2006,9,6432,2
08/07/2006,9,7132,7
08/07/2006,9,8070,5
08/07/2006,9,8176,6
08/07/2006,9,10565,1
08/07/2006,9,11922,1
08/07/2006,9,11944,66
08/07/2006,9,12079,4
08/07/2006,9,12179,2
08/07/2006,9,14780,652
08/07/2006,9,15169,52
08/07/2006,9,26101,118
08/07/2006,9,36088,292
09/07/2006,0,209,1
09/07/2006,0,701,4
09/07/2006,0,3269,4
09/07/2006,0,3320,1
09/07/2006,0,3462,1
09/07/2006,0,3561,4
09/07/2006,0,3671,7
09/07/2006,0,4766,2
09/07/2006,0,4812,2
09/07/2006,0,4837,1
09/07/2006,0,5089,1
09/07/2006,0,5462,1
09/07/2006,0,6128,1
09/07/2006,0,7021,1
09/07/2006,0,7029,1
09/07/2006,0,7738,1
09/07/2006,0,8167,1
09/07/2006,0,9304,1
09/07/2006,0,9916,1
09/07/2006,0,13462,14
09/07/2006,0,13609,1
09/07/2006,0,15833,2
09/07/2006,0,17839,1
09/07/2006,0,17897,1
09/07/2006,0,19262,3
09/07/2006,0,22909,1
09/07/2006,0,27364,1
09/07/2006,0,27699,3
09/07/2006,0,29032,2
09/07/2006,0,30776,1
09/07/2006,0,36727,2
09/07/2006,1,701,1
09/07/2006,1,3265,1385
09/07/2006,1,3462,1
09/07/2006,1,3561,13
09/07/2006,1,3786,12
09/07/2006,1,4134,2
09/07/2006,1,4766,4
09/07/2006,1,4812,3
09/07/2006,1,4837,4
09/07/2006,1,6327,1
09/07/2006,1,6461,36
09/07/2006,1,8881,1
09/07/2006,1,9318,2
09/07/2006,1,9908,1
09/07/2006,1,9916,1
09/07/2006,1,10316,1
09/07/2006,1,12271,1
09/07/2006,1,13571,21
09/07/2006,1,14265,2
09/07/2006,1,14777,10
09/07/2006,1,14778,8
09/07/2006,1,14780,2
09/07/2006,1,15169,3
09/07/2006,1,16243,9
09/07/2006,1,17672,2
09/07/2006,1,17897,6
09/07/2006,1,19262,1
09/07/2006,1,19318,1
09/07/2006,1,19875,1
09/07/2006,1,25847,1
09/07/2006,1,35315,1
09/07/2006,2,81,1
09/07/2006,2,1312,205
09/07/2006,2,3561,14
09/07/2006,2,5617,30
09/07/2006,2,5661,3
09/07/2006,2,6478,8
09/07/2006,2,7018,936
09/07/2006,2,7132,3
09/07/2006,2,7377,197
09/07/2006,2,9506,735
09/07/2006,2,9916,1
09/07/2006,2,19306,10
09/07/2006,2,19318,1
09/07/2006,2,27596,2
09/07/2006,2,29863,8
09/07/2006,2,30099,4
09/07/2006,2,33651,12
09/07/2006,3,3462,2
09/07/2006,3,4766,2
09/07/2006,3,4812,1
09/07/2006,3,4837,1
09/07/2006,3,8881,2
09/07/2006,3,9916,1
09/07/2006,3,10843,2
09/07/2006,3,14265,2
09/07/2006,3,17897,5
09/07/2006,3,20718,4
09/07/2006,3,21522,1
09/07/2006,4,7132,3
09/07/2006,4,9916,1
09/07/2006,4,13571,21
09/07/2006,4,19875,1
09/07/2006,4,29895,18
09/07/2006,4,31976,85
09/07/2006,4,33651,17
09/07/2006,4,35315,2
09/07/2006,5,2152,2
09/07/2006,5,3356,2
09/07/2006,5,3561,1
09/07/2006,5,4134,1
09/07/2006,5,4323,2
09/07/2006,5,4766,2
09/07/2006,5,4837,3
09/07/2006,5,8070,5
09/07/2006,5,8075,5
09/07/2006,5,8881,2
09/07/2006,5,9916,1
09/07/2006,5,13867,2
09/07/2006,5,14265,2
09/07/2006,5,17672,2
09/07/2006,5,17897,4
09/07/2006,5,20718,5
09/07/2006,5,21522,2
09/07/2006,6,3462,2
09/07/2006,6,4134,4
09/07/2006,6,4323,2
09/07/2006,6,4766,2
09/07/2006,6,4812,3
09/07/2006,6,4837,2
09/07/2006,6,8881,2
09/07/2006,6,9916,1
09/07/2006,6,14265,6
09/07/2006,6,17672,2
09/07/2006,6,17897,7
09/07/2006,7,2152,1
09/07/2006,7,3561,1
09/07/2006,7,8070,3
09/07/2006,7,9156,1
09/07/2006,7,10565,1
09/07/2006,7,15169,5
09/07/2006,7,18924,48
09/07/2006,7,19306,281
09/07/2006,7,20718,4
09/07/2006,7,21844,1
09/07/2006,8,7132,1
09/07/2006,8,8070,2
09/07/2006,8,15169,4
09/07/2006,9,3356,2
09/07/2006,9,8070,1
09/07/2006,9,8075,2
10/07/2006,0,209,2
10/07/2006,0,600,1
10/07/2006,0,701,5
10/07/2006,0,2856,2
10/07/2006,0,3249,1
10/07/2006,0,3269,2
10/07/2006,0,3561,26
10/07/2006,0,3671,18
10/07/2006,0,4544,1
10/07/2006,0,4747,1
10/07/2006,0,4755,1
10/07/2006,0,4808,2
10/07/2006,0,5466,1
10/07/2006,0,6128,1
10/07/2006,0,6197,1
10/07/2006,0,6432,1
10/07/2006,0,6539,1
10/07/2006,0,6724,1
10/07/2006,0,6939,1
10/07/2006,0,6993,1
